Ticket_ID,DateTime_x,Type,Comment_ID,T_Zero,T_End,Duration,Content_y,Topics,Topics_text
596c4662e88da15a008b46c9,2017-07-17 05:08:50.000,Ticket,596c5b38e88da154008b4dad,2017-07-17 05:08:50.000,2017-08-07 13:30:19.000,21.0,".  Section ""my apartment"" does not load content (see picture)   ",-1,Divers
5971cec32b4f7f56008b48b4,2017-07-21 09:52:03.000,Ticket,5a60ca30018ff529a86a7654,2017-07-21 09:52:03.000,2018-03-09 09:58:59.108,231.0,.  Help I lost my key   ,-1,Divers
5971cf052b4f7f55008b462c,2017-07-21 09:53:09.000,Ticket,5a60ca30018ff529a86a7655,2017-07-21 09:53:09.000,2018-03-09 09:59:13.629,231.0,.  I want to complain   ,17,Divers
5971cf492b4f7f56008b48b6,2017-07-21 09:54:17.000,Ticket,5a60ca30018ff529a86a7656,2017-07-21 09:54:17.000,2018-03-06 08:09:45.443,227.0,.  My oven has stopped working. The door cannot be closed. Device No. 214ipo3543645o Manufacturer:    ,1,Heating
5971f297ec62985b008b4788,2017-07-21 12:24:55.000,Ticket,5971f39fec629855008b462f,2017-07-21 12:24:55.000,2017-07-21 12:30:13.000,,.  It's a pity that this is not yet possible with the pinboard....   ,-1,Divers
5972fe11ec62986f468b45a0,2017-07-22 07:26:09.000,Ticket,5978f81e2b4f7fe91e8b45f4,2017-07-22 07:26:09.000,2017-07-26 20:14:22.000,4.0,.  Where can I recharge the laundry card?   ,8,washing_machine
59730ffbafc66f58008b4668,2017-07-22 08:42:35.000,Ticket,5974fabaec629857008b4c26,2017-07-22 08:42:35.000,2017-07-23 19:36:26.000,1.0,".  Humidity basement: Can someone please explain the basement ventilation idea to me? People seem to open the doors most of the time... In the , the humidity has steadily increased and is  over 80%. Moisture goes where it is calledt (like in the basement). If it's warm and humid outside (like !), the doors should definitely be CLOSED, or not?!? Circulation of the air is essential to avoid mold but it probably has a built-in ventilation! We already had to dispose of moldy objects from the basement, I ask for an explanation of the further strategy!   ",16,Humidity
59790892afc66f59008b51a5,2017-07-26 21:24:34.000,Ticket,597b1f29db59d157008b45f6,2017-07-26 21:24:34.000,2017-07-28 11:25:29.000,1.0,.  Apartment 73.4.2 The  of the felt curtain in the reduit has detached from the ceiling.   ,19,Curtain
5989722d32e29b5f008b48c1,2017-08-08 08:11:25.000,Ticket,5a058cd6c1663b60008b5c2f,2017-08-08 08:11:25.000,2017-11-10 11:26:14.000,94.0,".  Again the balcony boundary (after the already missing screws on the grid): I think the entire border was not completed at all. The entire unit is loose - a screw on the side is only half screwed in, the post fixation on the ground is only loosely screwed in and can be moved with fingers without tools. The entire barrier (front left) therefore wobbles.   ",21,Balcony
598c211cfad1ea5c008b456f,2017-08-10 09:02:20.000,Ticket,5a60ca3a018ff529a86a76bc,2017-08-10 09:02:20.000,2017-08-10 09:02:20.000,,.  It surprises me when a green waste collection is set up in the Greencity.... that would be an important concern - wouldn't it? Also unknown where we can deposit cardboard and newspapers for disposal .... nothing is (yet) marked on the  website.    ,11,Garbage
599333b0c913fa59008b45a5,2017-08-15 17:47:28.000,Ticket,599e66d7763bbd5c008b467d,2017-08-15 17:47:28.000,2017-08-24 05:40:39.000,8.0,.  Pipes under the sink in the kitchen are not tight - water below the kitchenette!!!   ,10,Leak
599962020f8bb361008b475b,2017-08-20 10:18:42.000,Ticket,599a7d63b617615f008b4f0a,2017-08-20 10:18:42.000,2017-08-21 06:27:47.000,,.  The sinksiphon dvd of the kitchen leaks.   ,10,Leak
599e62ebba40d95e008b49ce,2017-08-24 05:23:55.000,Ticket,5a60ca4a018ff529a86a774c,2017-08-24 05:23:55.000,2017-08-24 05:23:55.000,,".  I would like to know where to deposit the paper for newspaper collection. The sidewalk on  is completely cordoned off. Danke,    ",11,Garbage
59a4137b5aa2665e008b4935,2017-08-28 12:58:35.000,Ticket,5a60ca4d018ff529a86a776d,2017-08-28 12:58:35.000,2017-08-28 12:58:35.000,,.  The door from the staircase of number 149 to the underground car park cannot be opened. The door trap simply spins through without the lock moving. and on the side of the underground car park the door handle is completely missing.   ,4,Delivery/Access
59b6cea7261a8258008b4662,2017-09-11 17:57:59.000,Ticket,59b78d6d7a2a0760008b4ab3,2017-09-11 17:57:59.000,2017-09-12 07:31:57.000,,.  Hello dear service team Can you please tell me how to download the app to my phone? I log in on my mobile phone via the website and that's not really the point of an app ;-) Thank you for your help and best regards    ,18,App
59b7adb97a2a0761008b4942,2017-09-12 09:49:45.000,Ticket,5a60ca5c018ff529a86a77ea,2017-09-12 09:49:45.000,2017-09-12 09:49:45.000,,.  Our bell is connected to that of another apartment and therefore rang again and again incorrectly.   ,6,intercom
59be54ffc1705760008b45f7,2017-09-17 10:57:03.000,Ticket,59c8a95ecb6d4359008b4577,2017-09-17 10:57:03.000,2017-09-25 06:59:42.000,7.0,.  Our washing-up machine is already defective again. The main switch does not respond as it did . The fuse is OK and plugged in. Do I have to contact  directly again?   ,8,washing_machine
59bef097ff03f35a008b479b,2017-09-17 22:00:55.000,Ticket,59bff4c4ccb3da61008b4978,2017-09-17 22:00:55.000,2017-09-18 16:31:00.000,,.  My apartment is not finished yet.please do this  so that I can put my furniture down.thanks     ,-1,Divers
59bf7dacff03f359008b4a1b,2017-09-18 08:02:52.000,Ticket,5a60ca61018ff529a86a780f,2017-09-18 08:02:52.000,2017-09-18 08:02:52.000,,".  Good day we live  in the apartment 22.7.1 and feel very comfortable here! Our balcony is not quite finished yet. Is there a timetable for when this will be done? Do we then have to remove our plants and balcony furniture? Will a separation to the neighboring balcony actually be built, or will it remain as open as it is ? Thank you very much! Kind regards,    ",21,Balcony
59c0fdbaca4b5c5f008b4579,2017-09-19 11:21:30.000,Ticket,59c28756d46edb5a008b4574,2017-09-19 11:21:30.000,2017-09-21 14:34:56.000,2.0,.  Why is a post not published by me? Thanks for the reply.   ,3,Door
59c175ceca4b5c5c008b462d,2017-09-19 19:53:50.000,Ticket,59c17bcf20d8ec58008b49a5,2017-09-19 19:53:50.000,2017-09-21 14:56:08.000,1.0,".  Hello,  In the living room (Wohnzimmer), the cable/tv/internet socket is on the wrong side of the wall (Wand). Can you add the connection to the opposite wall? Thanks  18.7.1   ",24,Prise de courant
59c19f20aaab1e58008b460a,2017-09-19 22:50:08.000,Ticket,59c2793b2f514f5b008b456f,2017-09-19 22:50:08.000,2017-09-20 14:20:43.000,,.  VZug induction hob/hob. 2 fields flash constantly with the number 6 when cooking and are not operable. Only 2 hot plates work.   ,1,Heating
59c2bbf23f3b5e61008b4588,2017-09-20 19:05:22.000,Ticket,59c3d7a10e4b7360008b4577,2017-09-20 19:05:22.000,2017-09-21 15:15:45.000,,".  Hello everyone our dishwasher no longer works at all, because it can no longer be closed. We have already noted the inadequate fastening on the list of defects. We ask you to repair them urgently! Kind regards >>   ",8,washing_machine
59c2cffc259cfe5b008b45b6,2017-09-20 20:30:52.000,Ticket,59c35f7c3f3b5e58008b45e4,2017-09-20 20:30:52.000,2017-09-21 06:43:08.000,,".  I have water damage in the living room, certainly comes from the laundry room  Greeting >> >>   ",-1,Divers
59c3c5c84ca03b5c008b458f,2017-09-21 13:59:36.000,Ticket,59c4104f0e4b735c008b45a8,2017-09-21 13:59:36.000,2017-09-21 19:17:35.000,,".  Good day When will the street lamps on  be put into operation? Without it it is already very dark.... According to , this is private property and therefore within the jurisdiction of the administrations. Thank you very much and kind regards,    ",13,Light
59cbe229a74d2266008b4689,2017-09-27 17:38:49.000,Ticket,59cc967ba74d2260008b46d3,2017-09-27 17:38:49.000,2017-09-28 06:28:11.000,,".  I wanted to go to the 1. Turn on the dishwasher, but it doesn't work. when I press the start button, nothing happens, whether a few times short or very long, just death. Is it not connected properly? I have checked fuses, also turned off and switched on once, but it does not help.     ",8,washing_machine
59e0739a05ebe85f008b499e,2017-10-13 08:04:42.000,Ticket,59e7129a70a3fa5c008b456e,2017-10-13 08:04:42.000,2017-10-18 08:36:42.000,5.0,".  With the iPhone 6, the app does not work. Access is only possible via the browser.   ",18,App
59e1d29d2100475e008b4690,2017-10-14 09:02:21.000,Ticket,59e48cb92100475f008b484f,2017-10-14 09:02:21.000,2017-10-18 09:11:22.000,4.0,".  , unfortunately the radio transmitter for the garage door does not work. Other  also have the problem. Thank you and greetings   ",4,Delivery/Access
59e224f32fee3d5b008b4811,2017-10-14 14:53:39.000,Ticket,59e48ca821004761008b4bcf,2017-10-14 14:53:39.000,2017-10-16 11:59:35.000,1.0,.  Dishwasher does not work ;) Don't believe water   ,8,washing_machine
59e225152fee3d64008b4be4,2017-10-14 14:54:13.000,Ticket,59e524fe05ebe85c008b4890,2017-10-14 14:54:13.000,2017-10-17 07:56:33.000,2.0,.  Residential ventilation not active   ,2,Ventilation/Window
59e2253f2fee3d5b008b4813,2017-10-14 14:54:55.000,Ticket,59e5b7dc21004758008b4c78,2017-10-14 14:54:55.000,2017-10-17 07:57:16.000,2.0,.  Explanation needed how heating works   ,1,Heating
59e227742100475c008b46ee,2017-10-14 15:04:20.000,Ticket,59e5b78d2100475b008b4c92,2017-10-14 15:04:20.000,2017-10-18 11:01:31.000,3.0,".  The door handle of the apartment door is not firm, this is important   ",7,Door
59e3266f2fee3d64008b4c3e,2017-10-15 09:12:15.000,Ticket,59e48c812100475b008b483e,2017-10-15 09:12:15.000,2017-10-16 11:58:38.000,1.0,.  The Pfanenset which belongs to the kitchen I have not received. Where could I do that? Thank you   ,-1,Divers
59e5252c2fee3d64008b4da8,2017-10-16 21:31:24.000,Ticket,59e734c070a3fa5d008b4592,2017-10-16 21:31:24.000,2017-11-15 15:00:30.000,29.0,".  Hello, we noticed that the large bathroom has a practical door lock. However, the guest bathroom does not, although it would be much more practical. Is that gff. an oversight? Thank you for your feedback. LG    ",4,Delivery/Access
59e6f58b66422c5b008b45e0,2017-10-18 06:32:43.000,Ticket,59e712119beaa760008b457c,2017-10-18 06:32:43.000,2017-10-18 08:34:25.000,,".  Please develop a proper app (in the sense of a smartphone app), not just a web ""app"". Advantages: Push notifications that people use/pay more attention to the app, if you read a comment on the wall and want to go back to the wall, you are back at the top of the list and have to scroll everything back down to the wall entry, etc. Thank you!   ",-1,Divers
59e90932179cc361008b45ed,2017-10-19 20:21:06.000,Ticket,59ea11fe4f49e465008b457b,2017-10-19 20:21:06.000,2017-10-23 09:31:15.000,3.0,.  The door handle to pull the balcony door from the outside is only provisionally glued on and simply detaches when trying to pull the door.   ,7,Door
59e90989179cc361008b45ef,2017-10-19 20:22:33.000,Ticket,59ea121a4f49e462008b4579,2017-10-19 20:22:33.000,2017-10-20 15:11:21.000,,.  A deep scratch about 7 cm long is located on a kitchen cabinet door.   ,-1,Divers
59e909bf179cc35d008b45c4,2017-10-19 20:23:27.000,Ticket,59ea12354f49e465008b457e,2017-10-19 20:23:27.000,2017-10-20 15:11:48.000,,.  The heating doesn't really seem to work. It is at maximum level in all rooms but it is still cool in the apartment.   ,1,Heating
59eb517fafc18359008b4633,2017-10-21 13:54:07.000,Ticket,5a60ca7f018ff529a86a7906,2017-10-21 13:54:07.000,2017-10-21 13:54:07.000,,".  Grüezi Mrs. , we noticed that the outer pane of the loggia has various scratches. On enclosed photo I tried to capture an example. LG    ",20,Scratches
59ec37c343e2975a008b4666,2017-10-22 06:16:35.000,Ticket,59eda8ad4f49e465008b4753,2017-10-22 06:16:35.000,2017-10-23 08:30:37.000,1.0,".  Hello, we have just moved in and have noticed that my name is misspelled in the bell navigation. I'm in it with >>>> instead of >>>>. Please correct, otherwise you won't find me. Vielen Dank, >> >>>>   ",6,intercom
59ecdfb051f3e35d008b45b0,2017-10-22 18:13:04.000,Ticket,59ecdff351f3e35f008b45b4,2017-10-22 18:13:04.000,2017-10-22 18:14:11.000,,".  Dear   we received the key to our apartment (44.0502). After handing over the keys, we looked at the protocol and noted some minor defects. Unfortunately, I am in French-speaking Switzerland during  and therefore do not have our lease at hand. How would you like to have the minutes with our notes? For example, in writing with the postmark date .10.? Or photos of it via this app. Thank you very much for your feedback. Kind regards  PS: If you want to contact me by phone, I will call you back after receiving the call. Aging, you are also welcome to send me an e-mail on . Thank you!   ",-1,Divers
59f185f351f3e359008b4efb,2017-10-26 06:51:31.000,Ticket,59f1d32d51f3e361008b4ec7,2017-10-26 06:51:31.000,2017-10-26 12:33:46.000,,.  The heating doesn't work and it's really quite cold here :) Greetings from  from the 48.0204   ,1,Heating
59f469c8d132b65f008b465c,2017-10-28 11:28:08.000,Ticket,59f5ae8009793c60008b46d5,2017-10-28 11:28:08.000,2017-10-30 08:19:37.000,1.0,.  Shower does not go to :( There is no water coming out of all washbasins but already   ,14,Bathroom/Toilet
59f5940dd132b65f008b46fc,2017-10-29 08:40:45.000,Ticket,59f5941fd132b664008b480b,2017-10-29 08:40:45.000,2017-10-30 08:18:36.000,,.  Our stores aren’t working anymore they opened in the middle of the  while we were sleeping and  they are blocked. Also we don’t find the optical fiber plug in the house. Could it be indicated? Thansks   ,24,Prise de courant
59f6cec209793c61008b4765,2017-10-30 07:03:30.000,Ticket,59f6e0cad132b665008b4eee,2017-10-30 07:03:30.000,2017-11-02 09:15:46.000,3.0,.  Good morning Where is the green collection container for ? I've searched everywhere and haven't found him. Kind regards    ,11,Garbage
5a00208cd117af5b008b4a13,2017-11-06 08:42:52.000,Ticket,5a017595c1663b59008b52b1,2017-11-06 08:42:52.000,2017-11-07 08:57:57.000,1.0,".  Hello, at the entrance  direction  (Veloraum) the automatic door is already damaged. , the automatic still worked, i.e. you could open the door, which then automatically opened completely, remained for  and then closed gently again. Perfect for cycling!  you have to push the door completely open yourself and when you let it go, it closes again. ot so practical if you want to go to the bike room by bike. would be nice if a  could look at the door and repair it. Thank you very much!   ",-1,Divers
5a00ab53d154280e278b49d9,2017-11-06 18:34:59.000,Ticket,5a00aba5d154280e278b49db,2017-11-06 18:34:59.000,2017-11-15 15:01:14.000,8.0,.  Heating does not run in my apartment. For a  degrees.   ,1,Heating
5a02f258c1663b5b008b4e33,2017-11-08 12:02:32.000,Ticket,5a04047e0ff2e45d008b45ec,2017-11-08 12:02:32.000,2017-11-13 19:10:49.000,5.0,".  Good day Unfortunately, the soap dispenser broke for us. How can we replace it? Thank you very much Kind regards    ",8,washing_machine
5a02f2b5c1663b59008b53b8,2017-11-08 12:04:05.000,Ticket,5a044a47d154287b5a8b4da2,2017-11-08 12:04:05.000,2017-11-09 12:44:46.000,1.0,.  Hello Dear Livit Team  I discovered mold spores on the outer wall of the bathroom !! (Troz  shock ventilation) I ask for the fastest possible clarification.   Happy greetings       ,16,Humidity
5a04e19c0ff2e460008b485d,2017-11-09 23:15:40.000,Ticket,5a058c99c1663b5d008b4e70,2017-11-09 23:15:40.000,2017-11-13 09:33:01.000,3.0,".  Hello everyone I have already  submitted a notification regarding dishwashers.  the oven door is also jammed... You have to pull quite tightly to get them open and a sound sounds as if a hinge is jammed/stuck. The dishwasher is equipped according to . > forwarded to > as a guarantee case. If the oven also affects >, I would be very happy if both defects could be corrected on one date if possible. Thank you very much and kind regards >   ",8,washing_machine
5a0716f8f85f725f008b4659,2017-11-11 15:27:52.000,Ticket,5a0967c30f42ef60008b4de9,2017-11-11 15:27:52.000,2017-11-13 09:37:07.000,1.0,".  Fire compartment underground car park.  The fire gate (sliding gate between geho building 3BS and neighboring building) is regularly closed ( already 3 times!) and must be opened manually. goes very strictly, for a woman almost not to make. Please repair / better adjust   ",4,Delivery/Access
5a08ec430f42ef5a008b46f5,2017-11-13 00:50:11.000,Ticket,5a0c5724ff661f5c008b45c5,2017-11-13 00:50:11.000,2017-11-15 15:03:00.000,2.0,".  Good morning. I live  on  floor, on the side . I would like to sleep longer than , but it seems that the lamellar gate is connected to the wind sensor or does the store have a timer in it so that I can never sleep more than 2 -  at a time. I moved into the apartment on  and this is  my second sleepless . I would have no problems sleeping with an open store, but unfortunately there is a lamp hanging right in front of my apartment, which is so penetratingly bright that my apartment is illuminated almost daylight. I don't have curtains yet, I don't feel like sleeping with the air mattress in the hallway, I don't want to shoot the lamp broken and drone myself with sleeping pills is I also the solution. I hope we will find a suitable solution together. Sincerely, the wide-awake tenant    ",13,Light
5a09de7b4bf26c60008b45b4,2017-11-13 18:03:39.000,Ticket,5a0c578bff661f63008b45f0,2017-11-13 18:03:39.000,2017-11-15 15:04:43.000,1.0,".  Grüezi Mrs ,  we  placed a warm pan on the marble shelf for  while cooking. Afterwards, unfortunately, a yellow circle remained on the marble (see picture). We were a bit shocked, marble is heat resistant. Presumably it is not 100% marble. Perhaps a hint to the  in general would help that this does not happen again. Be that as it , I suspect we need someone from the company who can hopefully polish this. What do they propose? Many thanks and greetings     ",-1,Divers
5a0a95424bf26c5b008b462f,2017-11-14 07:03:30.000,Ticket,5a0c57ccff661f5c008b45c8,2017-11-14 07:03:30.000,2017-11-28 08:34:16.000,14.0,".  The heating still does not work and slowly but surely it becomes a lot of trouble. It's really extremely cold in the apartment and I'm already sick, which doesn't really make the whole thing any better. I ask for a remedy ! Greetings    ",1,Heating
5a0c6255d4878e5e008b45ae,2017-11-15 15:50:45.000,Ticket,5a1d1e812885565a008b4646,2017-11-15 15:50:45.000,2017-11-28 08:29:53.000,12.0,".  We would like to dispose of our organic waste separately. Since we have learned that this is not planned in the Green City, we wanted to ask whether this will be installed soon, or whether we can deduct the additional need for Züri bags from the rental costs. Sincerely,    ",11,Garbage
5a0c7aced4878e61008b45c5,2017-11-15 17:35:10.000,Ticket,5a13ef77b95feb5b008b457a,2017-11-15 17:35:10.000,2017-11-21 09:18:47.000,5.0,.  Is it possible to switch off the headlight at  at ?   ,-1,Divers
5a0ddd91d4878e60008b487a,2017-11-16 18:48:49.000,Ticket,5a13efa3b95feb5e008b4575,2017-11-16 18:48:49.000,2017-11-21 09:19:31.000,4.0,.  Appliance defect: Refrigerator/Elektrolux/KITno. umber>. With our refrigerator jumps approx.  the compressor on which then causes a rather loud noise. The door seems to be tight and no ice has formed. That's why I have the feeling that something else is wrong. Would be glad if you could record this with a . Thank you and best regards     ,12,Fridge
5a0ea990ff661f5a008b4707,2017-11-17 09:19:12.000,Ticket,5a1d1d800b678c5e008b463e,2017-11-17 09:19:12.000,2017-11-28 08:38:36.000,10.0,".  Hello dear app-team, I think it would be great if the  displayed the respective property, so that you know which building it concerns. often you do not know on the basis of the komentar in which building the person lives, so you always have to ask or mention the apartment in the comment. also a wall filter for only contributions of your own apartment block would be practical. Best regards  from the 44   ",-1,Divers
5a12990ca9b16f60008b47d2,2017-11-20 08:57:48.000,Ticket,5a1d1d780b678c62008b463e,2017-11-20 08:57:48.000,2017-11-28 08:37:18.000,7.0,".  Dear Ms. , Next to our parking lot no.  in the underground car park at  there is a fire protection gate, which apparently still has defects or defects. malfunctions, i.e. goes to it for no reason. Probably for this reason, this fire protection gate was  ""manually"" stopped by other , see picture. I hardly assume that the gate can fulfill its function in this way (fire protection). In addition, the objects lying around (including metal rods) endanger the safety of people and in particular our parked vehicle (parking damage caused by these foreign bodies, if they are attached to the gate and  on our car). I therefore politely ask that the fire gate be repaired and the objects lying around removed so that it does not have to be blocked by other . Thank you for your kledge and kind regards  Betschart   ",-1,Divers
5a13ece4a9b16f5c008b4921,2017-11-21 09:07:48.000,Ticket,5a27f2af32c8065f008b4590,2017-11-21 09:07:48.000,2017-12-28 11:13:44.000,37.0,".  hi hi, I think my last message is not through. Do you know why I can't watch the comments on my phone? It always shows me the current bulletin board, but I can't open comments or switch to another mask such as Marketplace or My Apartment. Thank you and best regards : on the laptop it works perfectly.   ",18,App
5a13ee4c34879e62008b482a,2017-11-21 09:13:48.000,Ticket,5a13f272b95feb5b008b4584,2017-11-21 09:13:48.000,2017-11-24 12:43:41.000,3.0,.  Good day The lift in house 48 has been defective .  I had to drag a very heavy package to the third floor. We would be very grateful for a quick repair. Thank you and best regards    ,5,elevator
5a15a12c446ef460008b4579,2017-11-22 16:09:16.000,Ticket,5a168c08fa570961008b4615,2017-11-22 16:09:16.000,2017-11-24 12:51:32.000,1.0,".  Our underfloor heating still doesn't work! There are instructions for all sorts of things, but not for heating?!?   ",1,Heating
5a15c01afa570958008b45a5,2017-11-22 18:21:14.000,Ticket,5a60caa4018ff529a86a7a26,2017-11-22 18:21:14.000,2017-11-22 18:21:14.000,,".  My apartment is very cold, especially the kitchen floor is ice cold, in the bathroom, the floor is partially heated. I have heard from many  that they have the same problem, by when will this be fixed? The same applies to the water in the shower. Sometimes I have to let the water run for 2- until it gets warm, that's not sustainable at all, I think it's related, right? Thank you for your feedback   ",0,Water
5a15c0b3fa57095a008b4597,2017-11-22 18:23:47.000,Ticket,5a60caa4018ff529a86a7a27,2017-11-22 18:23:47.000,2017-11-22 18:23:47.000,,".  Green containers, glass, aluminium etc. I wanted to know when this collection point would come. When I moved in, I was told that we would get a green container and everything else. This is currently being discussed on the app,  has said that this is not coming, but hopefully this does not apply to us either. Greencity without folding, that can't be done, can it? Thank you for your feedback    ",11,Garbage
5a17e9ad446ef45f008b494b,2017-11-24 09:43:09.000,Ticket,5a181739fa57095a008b4804,2017-11-24 09:43:09.000,2017-11-24 12:57:29.000,,".  Hello Mrs.  We noticed that from the garage the door to house no. 48 can be opened without a key. But if you want to get out of the house into the garage, you have to use a key. This makes no sense to me, because I think it would have to be the other way around. In addition, the garage door is certainly open  and  (whether it closes at , I could not observe yet). I don't know what the other house numbers look like. Is this intentional? Thank you for your feedback. Kind regards    ",4,Delivery/Access
5a17ea484baff85f008b4ad4,2017-11-24 09:45:44.000,Ticket,5a1817b1fa570960008b472d,2017-11-24 09:45:44.000,2017-11-24 12:59:29.000,,".  Good day We noticed  that the door leading from the underground car park to the basement of the apartments at  is open. In other words, everyone can go there without a key in the basement and to the respective cellar compartment. Since the access to the underground car park is also open to the public, I am very worried about this fact, as we have several sports equipment in our basement compartment that has a very high value. Could you please arrange for this door to be closed and only accessible with the house key. Thank you and best regards     ",4,Delivery/Access
5a1973d024006f5f008b456b,2017-11-25 13:44:48.000,Ticket,5a1bbde04a85505f008b4bfa,2017-11-25 13:44:48.000,2018-02-08 09:32:11.644,74.0,".  Rainwater penetrates along the window into the apartment. Large living room window facing the courtyard, top floor .   ",23,Flood
5a1ac43ffa57095f008b4814,2017-11-26 13:40:15.000,Ticket,5a1d1fa72885565e008b4660,2017-11-26 13:40:15.000,2017-12-18 12:48:27.000,21.0,.  The louvre blind on the bedroom window automatically goes down several times  without any action from the . It is probably connected incorrectly. Thank you very much.   ,-1,Divers
5a1bc84b4a855062008b4a75,2017-11-27 08:09:47.000,Ticket,5a1d1fe82885565b008b4681,2017-11-27 08:09:47.000,2017-11-28 08:35:52.000,1.0,.  Light in the bathroom (saliva cabinet) defective as well as the sockets in the cabinet also do not work. Fuses are controlled   ,24,Prise de courant
5a1bcfe0fa57095f008b4888,2017-11-27 08:42:08.000,Ticket,5a60caa8018ff529a86a7a47,2017-11-27 08:42:08.000,2018-03-14 15:04:18.025,107.0,".  The faucet in the kitchen would have to be screwed on even better, Mr.  knows, but here is the Tkt. I think we're both rather away ,  will be enough   ",10,Leak
5a1fe28a029a5a63008b457d,2017-11-30 10:50:49.000,Ticket,5a27d05932c8065a008b456b,2017-11-30 10:50:49.000,2017-12-06 11:11:21.000,6.0,".  Hello, I write about our TV connection - we have a new TV, have plugged it in and we get quite a lot of channels like ,  , etc. only  does not work.  Info sometimes comes in, but has a broadcast error. Where exactly do I have to report this? Or maybe they know how to fix this? As a note: I think the Greencity app is great. What might be good is knowing who exactly is behind this app. Or, for example, here at the service center. I would like to know who I am writing to. Is this , or the  of the app? Or is that noted somewhere and I haven't seen it? Greetings,    ",18,App
5a2074fa2a9e8463008b45e9,2017-11-30 21:15:38.000,Ticket,5a2532f9295a3d60008b4d41,2017-11-30 21:15:38.000,2017-12-18 12:40:51.000,17.0,".  Room temperature low. Dear  or Madam, As mentioned several times on this platform, the heating power is generally insufficient. This was also confirmed to me in conversations with other ; the maximum possible temperature seems to be 20°C. This is simply not pleasant and for a new apartment rather questionable. What do you intend to do about it? Kind regards     ",1,Heating
5a20f71223eb955f008b49a8,2017-12-01 06:30:42.000,Ticket,5a25342f295a3d61008b47f4,2017-12-01 06:30:42.000,2017-12-04 11:40:31.000,3.0,".  Hello Mrs. , About  I reported by phone the defect of the lamella blind (directly at the window, not the sun awning). They had agreed with me that this was not normal and was not related to a wind sensor. It's about the blinds in both bedrooms doing what they want. You just go down in one room (right) and up in the other room (left), although we don't press any buttons (neutral). After that, we can no longer operate the blinds at all.  we always had the problem on  ( both times ). , the blinds are  high   down, driven. We ask you to check this as the problem has existed since the beginning of the move-in and it is a bit of a hassle. Thank you and best regards    ",13,Light
